Chemical_Formula,CIF_Base_Name,Total_Energy_eV,Energy_per_Atom_eV,Final_Pressure_GPa,Enthalpy_per_Atom_eV,Corrected_Enthalpy_per_Atom_eV,Relaxed_CIF_Path,SG_ori
Th2H20,xtal_155,-61.510955810546875,-2.7959525368430396,150.26630655924478,0.17204036098422196,0.16678039290101296,db://8/xtal_155.cif,8
Th2H20,xtal_178,-58.53874206542969,-2.660851912064986,151.71576436360678,0.3668523256740515,0.33261180323101924,db://8/xtal_178.cif,8
Th2H20,xtal_29,-61.36335754394531,-2.789243524724787,149.4474894205729,0.15379581689498165,0.16467629657529956,db://8/xtal_29.cif,8
Th2H20,xtal_33,-57.856101989746094,-2.6298228177157315,150.26480611165366,0.4057425424265304,0.40039307783471834,db://8/xtal_33.cif,8
Th2H20,xtal_40,-58.98838424682617,-2.6812901930375532,149.57652282714844,0.2757437687976825,0.28411564667340455,db://8/xtal_40.cif,8
Th2H20,xtal_46,-58.29762268066406,-2.6498919400301846,149.9212188720703,0.3699510124186357,0.3715378900851483,db://8/xtal_46.cif,8
Th2H20,xtal_48,-55.87381362915039,-2.5397188013250176,150.74829610188803,0.5060786744787099,0.4909597083794587,db://8/xtal_48.cif,8
Th2H20,xtal_56,-61.554954528808594,-2.797952478582209,149.5754852294922,0.1587899287954209,0.16718155007341856,db://8/xtal_56.cif,8
Th2H20,xtal_81,-58.35594177246094,-2.6525428078391333,149.61913045247397,0.35552366542488817,0.3631809811246624,db://8/xtal_81.cif,8
Th2H20,xtal_90,-61.52482604980469,-2.7965830022638496,149.9074452718099,0.16515395926872145,0.1669825726437821,db://8/xtal_90.cif,8
Th1H10,xtal_12,-30.751075744628906,-2.7955523404208096,150.07625325520834,0.16865146135291423,0.1671453590610225,db://10/xtal_12.cif,10
Th2H20,xtal_186,-61.53045654296875,-2.7968389337713067,149.74736531575522,0.16216116287807641,0.16715321100874658,db://10/xtal_186.cif,10
Th2H20,xtal_20,-60.44390869140625,-2.7474503950639204,150.58759053548178,0.2291350995383713,0.21752050727043437,db://10/xtal_20.cif,10
Th2H20,xtal_69,-61.48038864135742,-2.794563120061701,150.26404825846353,0.17240469469498654,0.16719105448308222,db://10/xtal_69.cif,10
