CIF_Base_Name,Total_Energy_eV,Energy_per_Atom_eV,Final_Pressure_GPa,Enthalpy_per_Atom_eV,Corrected_Enthalpy_per_Atom_eV,Relaxed_CIF_Path
xtal_32,-57.98971939086914,-2.635896335948597,150.77320353190103,0.3956983780157838,0.38015158531509147,db://100/xtal_32.cif
xtal_36,-59.21393585205078,-2.691542538729581,149.9499308268229,0.30235528856679716,0.30335496884649366,db://100/xtal_36.cif
xtal_38,-57.05066680908203,-2.593212127685547,150.8629150390625,0.5128809485322905,0.49511452510409226,db://100/xtal_38.cif
xtal_39,-61.497459411621094,-2.795339064164595,150.27297973632812,0.1723940544479832,0.16700299209177932,db://100/xtal_39.cif
xtal_41,-60.1367301940918,-2.7334877360950816,150.0435333251953,0.242828358155852,0.24196481586553384,db://100/xtal_41.cif
xtal_51,-57.028106689453125,-2.5921866677024146,149.9547373453776,0.397006492339106,0.39790875671566245,db://100/xtal_51.cif
xtal_52,-59.30183029174805,-2.695537740534002,149.77084350585938,0.29491486273734646,0.29949039705643143,db://100/xtal_52.cif
xtal_54,-63.872257232666016,-2.903284419666637,66.70408503214519,-1.0257773492197493,1.318736771858822,db://100/xtal_54.cif
xtal_78,-56.66680908203125,-2.5757640491832388,149.99173482259116,0.39703878452921837,0.39720259850771,db://100/xtal_78.cif
xtal_88,-59.88615417480469,-2.7220979170365767,149.26891072591147,0.22434162693100876,0.23877269859133862,db://100/xtal_88.cif
xtal_95,-56.43205642700195,-2.5650934739546343,149.93128967285156,0.39596498537849295,0.39732197560975396,db://100/xtal_95.cif
xtal_99,-55.27835464477539,-2.5126524838534268,150.6561024983724,0.5751746476203379,0.5617272594169698,db://100/xtal_99.cif
xtal_100,-59.122032165527344,-2.687365098433061,150.07382202148438,0.257783148021454,0.25633441569628335,db://101/xtal_100.cif
xtal_101,-56.69682693481445,-2.5771284970370205,150.9349619547526,0.4162808289525825,0.3977382474422702,db://101/xtal_101.cif
xtal_102,-56.246726989746094,-2.5566694086248223,149.86017862955728,0.6098502349796494,0.6128046363433165,db://101/xtal_102.cif
xtal_103,-59.843441009521484,-2.7201564095237036,150.3356679280599,0.28464117476003215,0.2779320937198722,db://101/xtal_103.cif
xtal_104,-59.211830139160156,-2.69144682450728,150.03856404622397,0.25891133137115413,0.25815300800926494,db://101/xtal_104.cif
xtal_113,-60.48788833618164,-2.749449469826438,149.61776733398438,0.24532242371322288,0.252973250652921,db://101/xtal_113.cif
xtal_125,-58.00666046142578,-2.6366663846102627,149.31770833333334,0.42336201371377963,0.43734449375076884,db://101/xtal_125.cif
xtal_126,-59.685760498046875,-2.7129891135475854,150.78088887532553,0.27488377755296317,0.259409689829045,db://101/xtal_126.cif
xtal_130,-55.165130615234375,-2.507505937056108,149.9739990234375,0.523080070051751,0.5236054824315938,db://101/xtal_130.cif
xtal_135,-60.88675308227539,-2.767579685557972,149.6091766357422,0.25705326407753337,0.2649544988253167,db://101/xtal_135.cif
xtal_139,-56.45528030395508,-2.566149104725231,148.94465128580728,0.5905914750943043,0.6129585898795129,db://101/xtal_139.cif
xtal_141,-59.53936767578125,-2.7063348943536933,148.36356099446616,0.24381898483270056,0.2763589619528754,db://101/xtal_141.cif
xtal_147,-57.71943283081055,-2.623610583218661,150.03226725260416,0.4783684537404007,0.47770131497757823,db://101/xtal_147.cif
xtal_156,-59.10736083984375,-2.686698219992898,149.99585978190103,0.256527161078454,0.25660840062073054,db://101/xtal_156.cif
xtal_157,-56.718421936035156,-2.578110088001598,149.38846842447916,0.5091177052303825,0.521755476380311,db://101/xtal_157.cif
xtal_16,-56.12268829345703,-2.5510312860662285,151.48385620117188,0.4264576820195142,0.39729176572974456,db://101/xtal_16.cif
xtal_165,-61.537418365478516,-2.7971553802490234,149.92096455891928,0.165293796989754,0.1668555430610332,db://101/xtal_165.cif
xtal_171,-61.51191711425781,-2.795996232466264,150.2042032877604,0.17086321670180704,0.16682975797973332,db://101/xtal_171.cif
xtal_174,-59.87141418457031,-2.7214279174804688,149.38838704427084,0.21821815186482754,0.2302533954124874,db://101/xtal_174.cif
xtal_175,-61.32462692260742,-2.787483041936701,149.97328186035156,0.16399541055385666,0.16452122430204433,db://101/xtal_175.cif
xtal_177,-56.914310455322266,-2.5870141116055576,149.54765828450522,0.4632627295361609,0.4724890021163114,db://101/xtal_177.cif
xtal_181,-56.52853012084961,-2.5694786418568003,151.02149963378906,0.41792392720454463,0.39771732988114006,db://101/xtal_181.cif
xtal_196,-59.719276428222656,-2.7145125649192114,150.16829427083334,0.2510765357138444,0.24775298690678252,db://101/xtal_196.cif
xtal_197,-59.714942932128906,-2.714315587824041,150.1421661376953,0.2622393441859391,0.25942091330001654,db://101/xtal_197.cif
