filename,filepath,tsne_dim1,tsne_dim2
xtal_24.cif,./Al13Sc3N16/5/xtal_24.cif,97.34534,-11.502885
xtal_25.cif,./Al13Sc3N16/5/xtal_25.cif,-57.298103,-76.35492
xtal_26.cif,./Al13Sc3N16/5/xtal_26.cif,53.53291,26.233913
xtal_27.cif,./Al13Sc3N16/5/xtal_27.cif,86.43582,-13.050066
xtal_28.cif,./Al13Sc3N16/5/xtal_28.cif,21.054522,-33.252083
xtal_30.cif,./Al13Sc3N16/5/xtal_30.cif,42.55392,2.5370886
xtal_31.cif,./Al13Sc3N16/5/xtal_31.cif,-7.5303197,-72.563995
xtal_33.cif,./Al13Sc3N16/5/xtal_33.cif,84.48205,10.759624
xtal_35.cif,./Al13Sc3N16/5/xtal_35.cif,69.22089,30.423271
xtal_38.cif,./Al13Sc3N16/5/xtal_38.cif,72.85497,20.974009
xtal_39.cif,./Al13Sc3N16/5/xtal_39.cif,-57.52362,-70.7177
xtal_44.cif,./Al13Sc3N16/5/xtal_44.cif,27.784647,-32.23181
xtal_45.cif,./Al13Sc3N16/5/xtal_45.cif,-105.5656,-19.237965
xtal_47.cif,./Al13Sc3N16/5/xtal_47.cif,-97.78544,-39.983166
xtal_49.cif,./Al13Sc3N16/5/xtal_49.cif,51.466503,5.6713114
xtal_51.cif,./Al13Sc3N16/5/xtal_51.cif,93.255554,-16.779177
xtal_53.cif,./Al13Sc3N16/5/xtal_53.cif,-82.74967,-63.135124
xtal_56.cif,./Al13Sc3N16/5/xtal_56.cif,38.89913,-1.0025302
xtal_57.cif,./Al13Sc3N16/5/xtal_57.cif,72.29082,37.100437
xtal_58.cif,./Al13Sc3N16/5/xtal_58.cif,-94.77396,-47.710655
xtal_6.cif,./Al13Sc3N16/5/xtal_6.cif,-9.406819,-67.63038
xtal_60.cif,./Al13Sc3N16/5/xtal_60.cif,73.187195,22.891857
xtal_61.cif,./Al13Sc3N16/5/xtal_61.cif,-103.28515,-29.52345
